ID	Name	Genes	Subsystem
LCYSDESULF-RXN	L-cysteine desulfhydrase;L-cysteine desulfidase	TD01GL002222;TD01GL000406	hydrogen sulfide biosynthesis II (mammalian)
THIOPURINE-S-METHYLTRANSFERASE-RXN	thiopurine S-methyltransferase	TD01GL001214	
RXN-15745	glycerol-3-phosphate dehydrogenase	TD01GL002131	glycerophosphodiester degradation;glycerol degradation I;glycerol-3-phosphate shuttle
ACONITATEHYDR-RXN	D-threo-isocitrate hydro-lyase (cis-aconitate-forming);aconitate hydratase;aconitase	TD01GL003213	TCA cycle III (animals);TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase);methylaspartate cycle;TCA cycle II (plants and fungi);TCA cycle I (prokaryotic);partial TCA cycle (obligate autotrophs);TCA cycle VII (acetate-producers);TCA cycle IV (2-oxoglutarate decarboxylase);reductive TCA cycle II;reductive TCA cycle I;ethylene biosynthesis V (engineered);glyoxylate cycle;L-glutamine biosynthesis III;mixed acid fermentation;TCA cycle VI (Helicobacter)
TARTRATE-DEHYDROGENASE-RXN	tartrate dehydrogenase;L-tartrate dehydrogenase	TD01GL002676	
DALADEHYDROG-RXN	D-alanine:quinone oxidoreductase (deaminating)	TD01GL003398	L-alanine degradation I
RXN0-6373	glucose dehydrogenase;D-glucose dehydrogenase	TD01GL000836	glucose and glucose-1-phosphate degradation;glucose degradation (oxidative);L-ascorbate biosynthesis VI (engineered pathway)
ACETYLGLUTKIN-RXN	acetylglutamate kinase	TD01GL000503	L-arginine biosynthesis III (via N-acetyl-L-citrulline);L-arginine biosynthesis II (acetyl cycle);L-ornithine biosynthesis I
RXN0-6725	phospholipase A2;phosphatidylethanolamine sn-2 acylhydrolase	TD01GL001207	
RXN-16165	methioninemdashtRNA ligase	TD01GL002012	tRNA charging
PGPPHOSPHA-RXN	phosphatidylglycerophosphatase;phosphatidylglycerolphosphate phosphatase	TD01GL002569	type I lipoteichoic acid biosynthesis (S. aureus);cardiolipin biosynthesis II;cardiolipin biosynthesis III;phosphatidylglycerol biosynthesis I (plastidic);phosphatidylglycerol biosynthesis II (non-plastidic);cardiolipin biosynthesis I
RXN490-3641	L-proline trans-4-hydroxylase	TD01GL003173	
GALACTITOL-2-DEHYDROGENASE-RXN	galactitol 2-dehydrogenase	TD01GL001031	D-altritol and galactitol degradation
1.4.3.19-RXN	glycine oxidase/deaminase	TD01GL003211	butanol and isobutanol biosynthesis (engineered)
RXN-13179	4-hydroxythreonine-4-phosphate dehydrogenase	TD01GL002914	pyridoxal 5'-phosphate biosynthesis I
PHENYLALANINE--TRNA-LIGASE-RXN	phenylalaninemdashtRNA ligase	TD01GL001731;TD01GL001730	tRNA charging
ISOCITDEH-RXN	NADP+-dependent isocitrate dehydrogenase;NADP-dependent isocitrate dehydrogenase	TD01GL001107	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase);methylaspartate cycle;TCA cycle I (prokaryotic);partial TCA cycle (obligate autotrophs);TCA cycle VII (acetate-producers);TCA cycle IV (2-oxoglutarate decarboxylase);reductive TCA cycle I;NAD/NADP-NADH/NADPH cytosolic interconversion (yeast);ethylene biosynthesis V (engineered);L-glutamine biosynthesis III;mixed acid fermentation;TCA cycle VI (Helicobacter)
RXN0-6510	1,2-epoxyphenylacetyl-CoA isomerase	TD01GL003530	phenylacetate degradation I (aerobic)
RXN-11718	5-chloro-4-hydroxy-2-oxopentanoate decarboxylase	TD01GL003553	salinosporamide A biosynthesis
3.1.3.77-RXN	acireductone synthase	TD01GL003304	
FORMATE-DEHYDROGENASE-NADP+-RXN	NADP-dependent formate dehydrogenase	TD01GL003330	reductive acetyl coenzyme A pathway I (homoacetogenic bacteria);carbon tetrachloride degradation II
1.2.1.25-RXN	2-oxoisovalerate dehydrogenase;3-methyl-2-oxobutanoate dehydrogenase	TD01GL001060;TD01GL000554	L-valine degradation I
RXN-14172	hexanoate-CoA ligase;hexanoyl-CoA synthetase	TD01GL000570	cannabinoid biosynthesis
PCP4MONO-RXN	pentachlorophenol hydroxylase	TD01GL003547	pentachlorophenol degradation
RXN-13158	3-isopropylmalate dehydrogenase (decarboxylating);beta-isopropylmalate dehydrogenase	TD01GL002676;TD01GL001629	
RXN-12588	L-cysteine desulfurase;cysteine desulfurtrase	TD01GL000663;TD01GL001339	
GLUTARYL-COA-DEHYDROGENASE-RXN	glutaryl-CoA dehydrogenase	TD01GL000715	
RXN-20886	6-hydroxypicolinate 3-monooxygenase	TD01GL003742	picolinate degradation
2KETO-3METHYLVALERATE-RXN	3-methyl-2-oxopentanoate dehydrogenase;2-keto-3-methyl-valerate dehydrogenase	TD01GL001060;TD01GL000554	L-isoleucine degradation I
RXN0-1134	pyruvate:[dihydrolipoyllysine-residue acetyltransferase]-lipoyllysine 2-oxidoreductase;pyruvate dehydrogenase;pyruvate dehydrogenase (lipoamide)	TD01GL003063;TD01GL001381	pyruvate decarboxylation to acetyl CoA
RXN-14150	5-deoxy-D-glucuronate isomerase	TD01GL003422	myo-inositol degradation I
ISPH2-RXN	isopentenyl-diphosphate:NAD(P)+ oxidoreductase	TD01GL003246	methylerythritol phosphate pathway I;methylerythritol phosphate pathway II
5.4.4.3-RXN	3-(hydroxyamino)phenol mutase	TD01GL000237	
2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN	4-methyl-2-oxopentanoate dehydrogenase	TD01GL001060;TD01GL000554	L-leucine degradation I
RXN-14126	adenosine 3' nucleotidase;adenosine 3'-phosphate phosphohydrolase;3'AMP phosphatase	TD01GL002927	
RXN-19334	cob(II)alamin reductase	TD01GL002016	adenosylcobalamin salvage from cobalamin;cobalamin salvage (eukaryotic)
RXN-14569	threonylcarbamoyl-AMP synthase	TD01GL000639	N6-L-threonylcarbamoyladenosine37-modified tRNA biosynthesis
RXN-12625	N-acetyl-beta-glucosaminidase	TD01GL001074	chitin degradation III (Serratia);chitin degradation II (Vibrio)
ISOLEUCINE--TRNA-LIGASE-RXN	isoleucinemdashtRNA ligase	TD01GL003249	tRNA charging
RXN-9726	progesterone 5beta-reductase	TD01GL002180	digitoxigenin biosynthesis
RXN-13142	NADPHX epimerase	TD01GL002381	
RXN1G01-63	roxarsone (III)	TD01GL001297	
RXN0-5226	beta-N-acetylhexosaminidase;glcNAc-1,6-anhMurNAcaminidase	TD01GL001680	anhydromuropeptides recycling I;anhydromuropeptides recycling II
RXN-7609	5'-GMP-nucleotidase;guanosine-5'-phosphate phosphohydrolase;GMP 5'-nucleotidase	TD01GL002562	guanosine nucleotides degradation III;guanosine nucleotides degradation I;guanosine nucleotides degradation II
R342-RXN	cobaltochelatase	TD01GL001468	cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)
RXN-13072	2-oxoglutaramate amidase;2-oxoglutaramate omega-amidase;2-ketoglutaramate amidase	TD01GL001762	nicotine degradation I (pyridine pathway);S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation I
RXN-11181	pyrroloquinoline-quinone synthase	TD01GL003450	pyrroloquinoline quinone biosynthesis
NAG1P-URIDYLTRANS-RXN	UDP-N-acetylglucosamine pyrophosphorylase;UDP-N-acetylglucosamine diphosphorylase;N-acetylglucosamine-1-phosphate uridyltransferase;N-acetylglucosamine-1-phosphate uridylyltransferase	TD01GL003773	UDP-N-acetyl-D-glucosamine biosynthesis II;anhydromuropeptides recycling I;UDP-N-acetyl-D-galactosamine biosynthesis II;UDP-N-acetyl-D-glucosamine biosynthesis I
RXN-12561	3-oxopantanoyl-CoA thiolase;beta-ketovaleryl-CoA thiolase	TD01GL001318	4-oxopentanoate degradation
RXN-14932	D-2-hydroxyglutarate dehydrogenase	TD01GL000685	
RXN-16456	bis(molybdenum cofactor) guanylyltransferase	TD01GL003337	bis(guanylyl molybdenum cofactor) biosynthesis
RXN-10700	3-oxoacyl CoA thiolase;3-ketoacyl-CoA thiolase, peroxisomal;OPC6-3-ketoacyl-CoA thiolase	TD01GL000275	jasmonic acid biosynthesis
HEMEOSYN-RXN	heme o synthase;heme O synthase	TD01GL001723;TD01GL000934	heme a biosynthesis
RXN-11596	23S rRNA m6A1618 methyltransferase	TD01GL001490	
RXN-15430	cyclooctatin synthase	TD01GL000474	cyclooctatin biosynthesis
RXN0-4621	anhydro-N-acetylmuramic acid kinase	TD01GL000389	anhydromuropeptides recycling I;anhydromuropeptides recycling II
RXNQT-4168	methylthioalkylmalate dehydrogenase	TD01GL001629	
2.1.1.133-RXN	precorrin-4 (C11)-methyltransferase	TD01GL001476	cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)
HISTALDEHYD-RXN	histidinal dehydrogenase;histidinol dehydrogenase	TD01GL002327	L-histidine biosynthesis
3.4.13.18-RXN	nonspecific dipeptidase	TD01GL003160	
N-CARBAMOYLPUTRESCINE-AMIDASE-RXN	N-carbamoylputrescine amidohydrolase;N-carbamolyputrescine amidohydrolase	TD01GL002289	putrescine biosynthesis II;L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway)
RXN-20693	peroxiredoxin	TD01GL002952	
RXNI-2	succinyl-CoA:acetoacetate CoA-transferase	TD01GL001910;TD01GL001911	ketolysis;TCA cycle VI (Helicobacter)
RXN0-3461	meso-diaminopimelic acid-D-alanyl endopeptidase;peptidoglycan DD-endopeptidase;murein DD-endopeptidase;peptidoglycan DD-endopeptidase MepH;peptidoglycan DD-endopeptidase MepM	TD01GL000900	
RXNQT-4142	L-galactose-1-phosphate phosphatase;L-galactose 1-phosphate phosphatase	TD01GL001987	L-ascorbate biosynthesis I (L-galactose pathway)
GUANIDINOBUTYRASE-RXN	guanidinobutyrase;guanidinobutyrate amidinohydrolase	TD01GL003291	L-arginine degradation XII;L-arginine degradation IX (arginine:pyruvate transaminase pathway);L-arginine degradation VIII (arginine oxidase pathway);L-arginine degradation X (arginine monooxygenase pathway)
QUERCETIN-23-DIOXYGENASE-RXN	quercetin 2,3-dioxygenase	TD01GL003627	rutin degradation
RXN0-2584	uracil-DNA glycosylase;uracil DNA glycosylase	TD01GL002020;TD01GL001668	
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase;methenyl tetrahydrofolate cyclohydrolase;5,10-methenyl-tetrahydropteroyl-[gamma-Glu] 5-hydrolase (decyclizing);5,10-methenyltetrahydrofolate 5-hydrolase (decyclizing)	TD01GL000567;TD01GL001900	folate transformations I;formaldehyde oxidation VII (THF pathway);formate assimilation into 5,10-methylenetetrahydrofolate;folate transformations III (E. coli);folate transformations II (plants);tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate;purine nucleobases degradation I (anaerobic);purine nucleobases degradation II (anaerobic);reductive acetyl coenzyme A pathway I (homoacetogenic bacteria);L-histidine degradation III
1.5.1.20-RXN	5,10-methylenetetrahydrofolate reductase;methylene tetrahydrofolate reductase	TD01GL000565;TD01GL000058	folate transformations I;folate transformations III (E. coli);reductive acetyl coenzyme A pathway I (homoacetogenic bacteria);folate transformations II (plants)
METHYLENETHFDEHYDROG-NADP-RXN	NADP-dependent methylenetetrahydrofolate dehydrogenase;NADP+-dependent methylenetetrahydrofolate dehydrogenase;NADP-dependent methylene tetrahydrofolate dehydrogenase;5,10-methylenetetrahydrofolate:NADP+ oxidoreductase	TD01GL000567;TD01GL001900	folate transformations I;formaldehyde oxidation VII (THF pathway);formate assimilation into 5,10-methylenetetrahydrofolate;folate transformations III (E. coli);folate transformations II (plants);purine nucleobases degradation II (anaerobic);reductive acetyl coenzyme A pathway I (homoacetogenic bacteria)
RXN0-7068	5-carboxymethylaminomethyluridineuridine-[tRNA] synthase;5-carboxymethylaminomethyluridine-tRNA synthase	TD01GL003790	tRNA-uridine 2-thiolation (yeast mitochondria)
RXN-18710	5-carboxymethylaminomethyluridine-tRNA synthase	TD01GL003790	tRNA-uridine 2-thiolation and selenation (bacteria)
THYMIDYLATESYN-RXN	thymidylate synthase;5,10-methylenetetrahydrofolate:dUMP C-methyltransferase;dTMP synthase	TD01GL002540	folate transformations III (E. coli);folate transformations II (plants);pyrimidine deoxyribonucleotides biosynthesis from CTP;pyrimidine deoxyribonucleosides salvage;pyrimidine deoxyribonucleotides de novo biosynthesis IV;pyrimidine deoxyribonucleotides de novo biosynthesis I;superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli);pyrimidine deoxyribonucleotides de novo biosynthesis II
5-FORMYL-THF-CYCLO-LIGASE-RXN	5-formyltetrahydrofolate cycloligase;5-formyltetrahydrofolate cyclo-ligase;5,10-methenyltetrahydrofolate synthetase	TD01GL000022	folate transformations I;folate transformations III (E. coli);folate transformations II (plants)
RXN-6321	5,10-methenyltetrahydrofolate hydrolase	TD01GL002593;TD01GL000423	folate transformations II (plants)
METHIONYL-TRNA-FORMYLTRANSFERASE-RXN	10-formyltetrahydrofolate:L-methionyl-tRNAfMet N-formyltransferase	TD01GL000635	
GART-RXN	phosphoribosylglycinamide formyltransferase	TD01GL001653	tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate;5-aminoimidazole ribonucleotide biosynthesis I
RXN-9736	dimethylsulfoniopropionate demethylase	TD01GL000563	dimethylsulfoniopropanoate degradation III (demethylation)
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	TD01GL002539	folate transformations III (E. coli);tetrahydrofolate biosynthesis;folate transformations II (plants)
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN	ketopantoate hydroxymethyltransferase;3-methyl-2-oxobutanoate hydroxymethyltransferase	TD01GL000370	phosphopantothenate biosynthesis I
GCVMULTI-RXN	glycine decarboxylase;glycine cleavage complex;gcv system	TD01GL001918;TD01GL001060;TD01GL001915	folate transformations I;photorespiration;folate transformations III (E. coli);folate transformations II (plants)
HOMOCYSMETB12-RXN	methionine synthase;cob(I)alamin-dependent methionine synthase	TD01GL001839	folate transformations I;L-methionine biosynthesis IV (archaea);L-methionine biosynthesis I;L-methionine biosynthesis III;folate transformations III (E. coli);folate transformations II (plants);L-methionine salvage from L-homocysteine
GLYOHMETRANS-RXN	serine hydroxymethyltransferase;5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	TD01GL002593;TD01GL000423	folate transformations I;formaldehyde assimilation I (serine pathway);photorespiration;folate transformations III (E. coli);folate polyglutamylation;glycine betaine degradation II (mammalian);folate transformations II (plants);purine nucleobases degradation II (anaerobic);glycine biosynthesis I;glycine betaine degradation I
GCVT-RXN	aminomethyltransferase	TD01GL001915	glycine cleavage
AICARTRANSFORM-RXN	phosphoribosylaminoimidazolecarboxamide formyltransferase;aminoimidazole carboxamide ribonucleotide formyltransferase;AICAR transformylase	TD01GL002047	inosine-5'-phosphate biosynthesis I;inosine-5'-phosphate biosynthesis II
FORMYLTHFDEFORMYL-RXN	10-formyltetrahydrofolate hydrolase;formyltetrahydrofolate deformylase	TD01GL000566;TD01GL001675;TD01GL000428	folate transformations I;formaldehyde oxidation VII (THF pathway);purine nucleobases degradation II (anaerobic);purine nucleobases degradation I (anaerobic)
RXN0-949	lipoyl synthase	TD01GL001570	lipoate biosynthesis and incorporation I;lipoate biosynthesis and incorporation III (Bacillus);lipoate biosynthesis and incorporation II
RXN0-5293_NAD	succinate-semialdehyde dehydrogenase;NAD(P)+-dependent succinate semialdehyde dehydrogenase	TD01GL002085	4-aminobutanoate degradation III
RXN0-5293_NADP	succinate-semialdehyde dehydrogenase;NAD(P)+-dependent succinate semialdehyde dehydrogenase	TD01GL002085	4-aminobutanoate degradation III
RXN-2962_NAD	hydroxymethylglutathione dehydrogenase;S-hydroxymethyl-glutathione dehydrogenase;NAD- and glutathione-dependent formaldehyde dehydrogenase;S-(hydroxymethyl)glutathione dehydrogenase	TD01GL002898	formaldehyde oxidation II (glutathione-dependent)
RXN-2962_NADP	hydroxymethylglutathione dehydrogenase;S-hydroxymethyl-glutathione dehydrogenase;NAD- and glutathione-dependent formaldehyde dehydrogenase;S-(hydroxymethyl)glutathione dehydrogenase	TD01GL002898	formaldehyde oxidation II (glutathione-dependent)
R501-RXN_NAD	L-proline betaine N-demethylase	TD01GL000421;TD01GL000422	proline betaine degradation
R501-RXN_NADP	L-proline betaine N-demethylase	TD01GL000421;TD01GL000422	proline betaine degradation
GLYC3PDEHYDROGBIOSYN-RXN_NAD	glycerol-3-phosphate dehydrogenase	TD01GL002360	glucosylglycerol biosynthesis;CDP-diacylglycerol biosynthesis II;CDP-diacylglycerol biosynthesis III;CDP-diacylglycerol biosynthesis I
GLYC3PDEHYDROGBIOSYN-RXN_NADP	glycerol-3-phosphate dehydrogenase	TD01GL002360	glucosylglycerol biosynthesis;CDP-diacylglycerol biosynthesis II;CDP-diacylglycerol biosynthesis III;CDP-diacylglycerol biosynthesis I
RXN-14756_NAD	UDP-N-acetylgalactosamine 6-dehydrogenase	TD01GL002513	
RXN-14756_NADP	UDP-N-acetylgalactosamine 6-dehydrogenase	TD01GL002513	
PYRROLINECARBREDUCT-RXN_NAD	pyrroline-5-carboxylate reductase;PCA reductase	TD01GL000386	L-proline biosynthesis III (from L-ornithine);L-ornithine degradation II (Stickland reaction);L-proline biosynthesis I (from L-glutamate);L-arginine degradation VI (arginase 2 pathway);L-proline biosynthesis II (from arginine)
PYRROLINECARBREDUCT-RXN_NADP	pyrroline-5-carboxylate reductase;PCA reductase	TD01GL000386	L-proline biosynthesis III (from L-ornithine);L-ornithine degradation II (Stickland reaction);L-proline biosynthesis I (from L-glutamate);L-arginine degradation VI (arginase 2 pathway);L-proline biosynthesis II (from arginine)
RXN-8166_NAD	Delta1-piperideine-2-carboxylate reductase;ketimine reductase	TD01GL000677	N-hydroxy-L-pipecolate biosynthesis;L-lysine degradation II (L-pipecolate pathway);L-lysine degradation V
RXN-8166_NADP	Delta1-piperideine-2-carboxylate reductase;ketimine reductase	TD01GL000677	N-hydroxy-L-pipecolate biosynthesis;L-lysine degradation II (L-pipecolate pathway);L-lysine degradation V
RXN-11965_NAD	4-nitrocatechol 4-monooxygenase	TD01GL003558	4-nitrophenol degradation II
RXN-11965_NADP	4-nitrocatechol 4-monooxygenase	TD01GL003558	4-nitrophenol degradation II
GLUTAMATE-DEHYDROGENASE-NADP+-RXN_NAD	glutamate dehydrogenase	TD01GL000864	L-ornithine biosynthesis II;GABA shunt;L-glutamate biosynthesis II;L-glutamate degradation X
GLUTAMATE-DEHYDROGENASE-NADP+-RXN_NADP	glutamate dehydrogenase	TD01GL000864	L-ornithine biosynthesis II;GABA shunt;L-glutamate biosynthesis II;L-glutamate degradation X
HYDROXYPYRUVATE-REDUCTASE-RXN_NAD	hydroxypyruvate reductase;hydroxypyruvate oxidoreductase;hydroxypyruvate reductase Me	TD01GL001884	L-serine biosynthesis II;formaldehyde assimilation I (serine pathway)
HYDROXYPYRUVATE-REDUCTASE-RXN_NADP	hydroxypyruvate reductase;hydroxypyruvate oxidoreductase;hydroxypyruvate reductase Me	TD01GL001884	L-serine biosynthesis II;formaldehyde assimilation I (serine pathway)
RXN-14014_NAD	4-hydroxy-tetrahydrodipicolinate reductase	TD01GL000345	L-lysine biosynthesis I;L-lysine biosynthesis VI;L-lysine biosynthesis III;L-lysine biosynthesis II
RXN-14014_NADP	4-hydroxy-tetrahydrodipicolinate reductase	TD01GL000345	L-lysine biosynthesis I;L-lysine biosynthesis VI;L-lysine biosynthesis III;L-lysine biosynthesis II
RXN-8739_NAD	4-nitrophenol 4-monooxygenase	TD01GL003558	4-nitrophenol degradation I
RXN-8739_NADP	4-nitrophenol 4-monooxygenase	TD01GL003558	4-nitrophenol degradation I
RXN-9958_NAD	malonate-semialdehyde dehydrogenase	TD01GL003412;TD01GL002818;TD01GL003363	acrylate degradation
RXN-9958_NADP	malonate-semialdehyde dehydrogenase	TD01GL003412;TD01GL002818;TD01GL003363	acrylate degradation
1.5.1.25-RXN_NAD	ketimine reductase	TD01GL000677	
1.5.1.25-RXN_NADP	ketimine reductase	TD01GL000677	
R621-RXN_NAD	nitric oxide dioxygenase	TD01GL002111	
R621-RXN_NADP	nitric oxide dioxygenase	TD01GL002111	
1.5.1.34-RXN_NAD	dihydropteridine reductase;6,7-dihydropteridine reductase	TD01GL002111	tetrahydropteridine recycling
1.5.1.34-RXN_NADP	dihydropteridine reductase;6,7-dihydropteridine reductase	TD01GL002111	tetrahydropteridine recycling
NQOR-RXN_NAD	quinone reductase;quinone oxidoreductase;NAD(P)H dehydrogenase (quinone);NAD(P)H:quinone oxidoreductase	TD01GL002677	
NQOR-RXN_NADP	quinone reductase;quinone oxidoreductase;NAD(P)H dehydrogenase (quinone);NAD(P)H:quinone oxidoreductase	TD01GL002677	
Protein_synthesis			
DNA_synthesis			
RNA_synthesis			
ions_pool			
ASNSYNA-RXN	Asparagine synthetase		Alanine and Aspartate Metabolism
HOMOSERKIN-RXN	Homoserine kinase		Threonine and Lysine Metabolism
SULFITE-REDUCT-RXN	Sulfite reductase (NADPH2)	TD01GL001837	Cysteine Metabolism
SPONTPRO-RXN	L-glutamate 5-semialdehyde dehydratase (spontaneous)		Arginine and Proline Metabolism
PREPHENATEDEHYDROG-RXN	Prephenate dehydrogenase	TD01GL002004	Tyrosine, Tryptophan, and Phenylalanine Metabolism
ADENYLYLSULFKIN-RXN	Adenylyl-sulfate kinase	TD01GL002496	Cysteine Metabolism
R01775	Homoserine dehydrogenase (NADPH)		Threonine and Lysine Metabolism
TETHYDPICSUCC-RXN	Tetrahydrodipicolinate succinylase	TD01GL000518	Threonine and Lysine Metabolism
ATPASE-RXN_copy1	ATP maintenance requirement		Biomass and maintenance functions
DM_CARBON-DIOXIDE_c	CO2 CO2 demand_smiley		
