,dna,rna,protein
TD01GL003334,3308.450704225346,3089.5931142410172,420.109546165885
TD01GL003335,2703.3646322378663,2510.015649452274,393.5446009389678
TD01GL003336,4618.466353677633,4300.078247261383,625.0391236306732
TD01GL003337,3421.3223787167435,3183.4507042253654,466.66666666666754
TD01GL003338,6749.1001564945855,6269.05320813783,900.9780907668223
TD01GL003339,5430.399061032891,5036.658841940595,778.3646322378711
TD01GL003340,5482.90297339597,5093.388106416338,762.2065727699514
TD01GL003341,16850.782472612787,15539.984350548179,2454.3035993740295
TD01GL003342,4886.815336463245,4517.175273865454,691.1580594679192
TD01GL003343,8214.436619718412,7525.234741784192,1196.2050078247257
TD01GL003344,4668.34898278562,4336.345852895185,696.9874804381852
TD01GL003345,7740.688575899923,7213.223787167604,1088.1064162754287
TD01GL003346,7441.901408450779,6932.04225352127,1010.0938967136132
TD01GL003347,7176.017214397567,6696.517996870242,1003.0516431924864
TD01GL003348,16439.55399060962,15207.237871674948,2330.6338028169066
TD01GL003349,5921.048513302085,5507.120500782553,807.5899843505465
TD01GL003350,3506.6118935837226,3244.014084507056,499.8043818466357
TD01GL003351,6760.758998435109,6282.2769953052775,974.843505477307
TD01GL003352,2711.1893583724536,2516.3536776212877,396.7918622848205
TD01GL003353,2444.3270735524216,2246.752738654146,343.8575899843507
TD01GL003354,7916.901408450785,7339.514866979805,1137.284820031298
TD01GL003355,855.3990610328653,792.8794992175295,130.04694835680752
TD01GL003356,2387.8716744913877,2214.6322378716727,362.05007824726164
TD01GL003357,3566.4710485133137,3248.082942097037,585.4460093896719
TD01GL003358,7797.7308294210625,7222.535211267752,1122.300469483568
TD01GL0RAST92,1077.6604068857612,1006.5336463223824,166.2754303599375
TD01GL003359,5241.31455399064,4864.397496087691,734.7417840375582
TD01GL003360,5255.477308294241,4813.9280125196165,788.7323943661962
TD01GL003361,2476.6040688575877,2290.8450704225343,351.83881064162773
TD01GL003362,3353.5602503912337,3112.9499217527505,509.8200312989052
TD01GL003363,8081.220657277098,7508.215962441474,1100.5868544600921
TD01GL003364,7439.28012519569,6892.2535211269,1031.5727699530505
TD01GL003365,702.9733959311437,640.0625978090795,116.43192488262923
TD01GL003366,6825.430359937463,6331.298904538456,943.0751173708912
TD01GL003367,1636.737089201875,1519.1314553990608,250.82159624413177
TD01GL003368,8459.898278560298,7897.143974961065,1272.1048513302032
TD01GL003369,6846.75273865421,6388.849765258334,938.5758998435037
TD01GL003370,7829.73395931152,7297.8873239438135,1066.7057902973374
TD01GL003371,7639.9843505478075,7069.014084507182,1114.3583724569635
TD01GL003372,3577.151799687011,3312.206572769965,535.446009389672
TD01GL003373,2993.2707355242555,2756.3380281690215,412.6760563380288
TD01GL003374,7955.477308294307,7318.075117371036,1132.35524256651
TD01GL003375,978.129890453836,894.0140845070453,124.80438184663547
TD01GL003376,8094.913928012628,7518.388106416435,1098.3568075117362
TD01GL003377,7442.918622848287,6897.848200313124,1054.1862284820013
TD01GL003378,4331.690140845074,4022.300469483591,604.6165884194057
TD01GL003379,7461.893583724639,6938.341158059615,1038.1064162754285
TD01GL003380,6993.035993740285,6480.438184663657,963.6932707355231
TD01GL003381,6406.181533646366,5952.269170579135,909.2331768388094
TD01GL003382,2019.4835680751114,1878.9514866979623,301.44757433489843
TD01GL003383,6014.280125195662,5604.18622848209,843.8967136150229
TD01GL003384,6112.089201877985,5666.549295774743,872.5743348982771
TD01GL003385,7308.568075117453,6653.2472613459695,1070.109546165883
TD01GL003386,7585.837245696488,6998.904538341293,1067.4491392801247
TD01GL003387,6728.169014084564,6249.061032863965,919.8748043818453
TD01GL003388,8248.591549295883,7666.353677621448,1125.4694835680743
TD01GL003389,4584.194053208152,4213.771517996902,674.0219092331766
TD01GL003390,2541.7057902973384,2320.500782472613,395.3442879499218
TD01GL003391,3186.0328638497626,2965.9233176838916,453.2081377151807
TD01GL003392,8580.164319248894,7959.037558685621,1212.4413145539897
TD01GL003393,4659.154929577478,4339.358372457001,627.8951486697966
TD01GL003394,3133.9984350547707,2902.543035993748,453.44287949921807
TD01GL003395,3583.724569640065,3288.7323943662113,547.887323943663
TD01GL003396,5012.949921752766,4601.917057903018,740.023474178403
TD01GL003397,1596.9483568075102,1446.165884194052,249.80438184663547
TD01GL003398,6672.339593114288,6214.514866979772,941.9796557120485
TD01GL003399,16526.48669796486,15281.181533646779,2300.4694835680816
TD01GL003400,6256.533646322438,5816.471048513394,814.5931142410002
TD01GL003401,3801.0563380281687,3523.9045383411776,560.6025039123639
TD01GL003402,11496.830985915265,10692.057902973682,1529.733959311423
TD01GL003403,907.3943661971851,847.5352112676089,123.16118935837252
TD01GL003404,10585.328638497498,9872.57433489855,1432.7464788732389
TD01GL003405,5838.380281690186,5436.032863849842,843.3098591549287
TD01GL003406,4674.413145539918,4353.12989045387,612.7151799687015
TD01GL003407,5590.766823161214,5160.328638497721,766.86228482003
TD01GL003408,4148.982785602511,3855.946791862303,580.3208137715177
TD01GL003409,1864.319248826286,1729.499217527384,262.1283255086074
TD01GL003410,7389.9061032864765,6827.386541471175,1039.5539906103274
TD01GL003411,6035.798122065772,5632.355242566601,831.2989045383409
TD01GL003412,8069.640062597902,7520.109546166048,1122.7308294209697
TD01GL003413,4854.9687010954785,4519.366197183144,683.3333333333328
TD01GL003414,9911.776212832492,9261.4632237874,1337.9890453834107
TD01GL003415,10525.821596243995,9812.363067292905,1478.9906103286394
TD01GL003416,4320.579029733961,3996.8701095461906,595.8528951486702
TD01GL003417,4790.61032863852,4444.131455399103,659.5070422535209
TD01GL003418,6105.946791862336,5616.666666666747,874.217527386541
TD01GL003419,5131.924882629135,4756.2597809077215,668.9358372456969
TD01GL003420,4674.569640062613,4357.355242566547,659.8200312989045
TD01GL003421,5351.251956181563,4975.665101721501,730.1643192488262
TD01GL003422,4316.901408450711,4021.2050078247507,618.7793427230052
TD01GL003423,4021.400625978095,3697.4569640062796,608.41158059468
TD01GL003424,4824.608763693292,4449.726134585328,697.887323943662
TD01GL003425,4409.194053208149,4096.909233176865,603.4037558685454
TD01GL003426,6122.652582159676,5677.190923317767,865.6494522691695
TD01GL003427,9131.69014084507,8391.39280125215,1390.8450704225368
TD01GL003428,6048.98278560255,5609.467918622934,814.8669796557109
TD01GL003429,5655.751173708965,5256.455399061105,792.4100156494526
TD01GL003430,3827.347417840375,3553.325508607217,561.1111111111111
TD01GL003431,3933.8419405320806,3652.9342723004906,566.4319248826298
TD01GL003432,15060.211267605042,13937.98904538382,2134.2723004694894
TD01GL003433,8248.513302034531,7633.255086072145,1156.2206572769935
TD01GL003434,7066.158059467991,6436.737089201984,1065.7668231611894
TD01GL003435,3050.3912363067307,2783.0985915493025,456.25978090766864
TD01GL003436,5347.261345852939,4949.217527386602,717.0579029733964
TD01GL003437,5333.607198748069,4909.1158059468535,805.1251956181533
TD01GL0RAST93,1083.8810641627567,1000.5477308294238,161.07198748043842
TD01GL003438,4044.2488262910824,3757.5508607198935,556.3771517996878
TD01GL003439,3790.9233176838807,3520.892018779363,540.4538341158064
TD01GL003440,4995.813771518016,4649.413145539951,684.7417840375593
TD01GL003441,12023.043818466078,11175.704225352418,1713.6932707355243
TD01GL003442,2526.7605633802773,2342.1752738654145,351.3302034428798
TD01GL003443,2350.704225352108,2173.787167449137,306.4162754303601
TD01GL003444,5688.262910798155,5268.231611893656,769.2879499217534
TD01GL003445,2376.2910798122025,2203.521126760562,328.4428794992179
TD01GL003446,18962.676056337736,17609.467918623322,2499.1784037558764
TD01GL003447,7811.150234741889,7209.9765258217385,1074.5696400625966
TD01GL003448,8485.250391236377,7882.198748043993,1158.2159624413132
TD01GL003449,4959.272300469507,4606.142410015695,694.0923317683878
TD01GL003450,4228.677621283261,3939.3974960876576,644.7183098591549
TD01GL003451,1629.4209702660373,1514.866979655712,234.35054773082956
TD01GL003452,6798.239436619779,6331.572769953172,947.300469483567
TD01GL003453,3213.6932707355245,2966.666666666676,460.09389671361555
TD01GL003454,3708.4507042253513,3432.0813771518187,503.8732394366208
TD01GL003455,10247.026604068746,9522.14397496112,1455.2034428794975
TD01GL003456,749.8043818466365,690.5712050078268,102.97339593114248
TD01GL003457,2643.5446009389602,2476.017214397499,365.0625978090771
TD01GL003458,4497.887323943669,4187.402190923348,625.7433489827861
TD01GL003459,5056.690140845091,4719.600938967188,724.0219092331765
TD01GL003460,9769.522691705728,9120.38341158083,1390.2973395931147
TD01GL003461,6255.164319248879,5806.4945226918,853.7558685446003
TD01GL003462,9107.629107981209,8464.514866979864,1258.2550860719869
TD01GL003463,11773.122065727428,10957.003129890765,1606.8466353677632
TD01GL003464,3622.730829420971,3359.898278560266,509.58528951486727
TD01GL003465,5121.713615023494,4751.134585289571,740.3755868544606
TD01GL003466,5039.358372456996,4673.1611893584195,717.5273865414708
TD01GL003467,2753.6384976525774,2549.178403755872,374.84350547730924
TD01GL003468,2753.6384976525774,2549.178403755872,374.84350547730924
TD01GL003469,5281.220657277029,4894.209702660467,736.7762128325501
TD01GL003470,3510.954616588415,3256.9640062597978,475.39123630673043
TD01GL003471,2861.9718309859145,2636.4632237871724,413.7323943661977
TD01GL003472,9668.309859154871,8981.768388106646,1386.1502347417857
TD01GL003473,5703.286384976565,5314.319248826362,797.0657276995296
TD01GL003474,6876.604068857658,6363.771517996981,922.6917057902964
TD01GL003475,650.0391236306739,598.7089201877955,89.67136150234745
TD01GL003476,4094.3270735524266,3818.4272300469706,527.073552425666
TD01GL003477,953.8341158059491,887.4804381846676,116.66666666666674
TD01GL003478,956.4945226917075,882.003129890457,115.33646322378723
TD01GL003479,2212.7543035993695,2040.6103286384928,309.62441314554036
TD01GL003480,2807.9420970265987,2604.1862284820077,345.0704225352116
TD01GL003481,3624.100156494522,3358.21596244133,539.9061032863851
TD01GL003482,7395.8528951487515,6875.665101721578,1061.8544600938949
TD01GL003483,6243.427230047,5764.162754303688,865.3364632237867
TD01GL003484,4375.978090766837,4027.464788732421,641.5884194053215
TD01GL003485,9441.431924882614,8655.438184663726,1365.5320813771518
TD01GL003486,683.724569640064,634.5070422535244,110.52425665101728
TD01GL003487,8080.868544601041,7421.4006259782445,1227.8169014084503
TD01GL003488,7911.6588419406135,7333.255086072144,1164.6713615023466
TD01GL003489,668.2316118935847,614.3974960876393,98.86541471048524
TD01GL003490,4597.300469483583,4254.420970266075,662.1674491392803
TD01GL003491,7124.647887324032,6519.796557120612,1003.2081377151784
TD01GL0RAST94,587.754303599375,548.4741784037583,77.62128325508613
TD01GL003492,1121.6744913928028,1031.2989045383447,151.4084507042254
TD01GL003493,636.1502347417845,583.2550860719895,89.71048513302037
TD01GL003494,2861.658841940531,2639.6713615023536,403.48200312989087
TD01GL003495,4549.256651017225,4182.824726134618,647.3787167449137
TD01GL003496,5057.707355242594,4677.738654147161,736.1111111111111
TD01GL003497,15493.935837245077,14328.990610329067,2183.724569640067
TD01GL003498,2267.566510172139,2094.014084507039,289.5539906103288
TD01GL003499,16788.61502347353,15523.591549296236,2403.794992175282
TD01GL003500,5825.352112676109,5374.491392801332,830.751173708919
TD01GL003501,13925.07824726088,12933.52895148708,2007.5508607198813
TD01GL003502,4808.881064162775,4434.9374021909625,734.6635367762128
TD01GL003503,8046.752738654246,7478.2863849766845,1089.514866979654
TD01GL003504,7839.827856025121,7210.876369327221,1144.8748043818457
TD01GL003505,6964.671361502414,6487.676056338152,960.6807511737064
TD01GL003506,7343.348982785692,6818.93583724583,1027.9733959311402
TD01GL003507,16816.11893583662,15674.413145540404,2377.0735524256706
TD01GL003508,6920.970266040766,6398.043818466467,932.5117370892003
TD01GL003509,5556.494522691747,5124.334898278631,727.4647887323944
TD01GL003510,9950.586854460009,9103.403755868752,1475.6651017214413
TD01GL003511,5209.624413145577,4805.1643192488755,766.7840375586851
TD01GL003512,5988.1846635368265,5545.383411580679,829.3427230046944
TD01GL003513,7711.737089201978,7050.312989045508,1136.8544600938967
TD01GL003514,6283.685446009448,5822.809076682406,854.225352112675
TD01GL003515,5682.746478873287,5258.568075117439,822.5743348982777
TD01GL003516,2607.3552425665084,2388.262910798125,376.5258215962445
TD01GL003517,1914.671361502343,1770.774647887322,289.9452269170581
TD01GL003518,5817.2535211268105,5383.763693270807,821.909233176838
TD01GL003519,11600.391236306496,10743.427230047231,1751.1737089201883
TD01GL0RAST95,937.7934272300485,852.5821596244162,126.72143974960885
TD01GL003520,2254.968701095456,2105.7511737089176,305.6338028169016
TD01GL003521,2290.101721439744,2141.9796557120494,325.6259780907672
TD01GL003522,2882.3943661971866,2600.3912363067357,454.65571205007865
TD01GL003523,920.6964006259798,839.4757433489857,146.36150234741794
TD01GL003524,656.3771517996878,595.8920187793449,101.8388106416277
TD01GL003525,4979.733959311439,4625.117370892067,755.7120500782465
TD01GL003526,3340.5712050078223,3102.464788732406,458.33333333333405
TD01GL003527,9108.60719874806,8456.259780907865,1247.4178403755855
TD01GL003528,1003.2081377151818,902.3474178403781,144.28794992175287
TD01GL003529,4144.796557120505,3878.208137715202,561.1893583724573
TD01GL003530,4235.837245696403,3966.431924882653,583.2942097026609
TD01GL003531,8239.788732394441,7683.607198748223,1100.1173708920178
TD01GL003532,2584.154929577459,2414.9843505477324,343.6619718309864
TD01GL003533,6464.319248826342,6033.489827856129,862.4021909233168
TD01GL003534,7034.154929577528,6581.338028169145,1013.223787167448
TD01GL003535,5300.156494522719,4964.632237871737,790.7668231611892
TD01GL003536,1510.2112676056317,1412.1674491392803,226.1345852895151
TD01GL003537,4357.159624413155,4060.5242566510437,631.4553990610327
TD01GL003538,3220.539906103285,3004.5774647887397,435.3286384976531
TD01GL003539,5824.687010954662,5418.192488262989,838.4976525821581
TD01GL003540,10941.43192488244,10212.79342723033,1524.491392801252
TD01GL0RAST96,810.5242566510186,756.5336463223802,116.43192488262915
TD01GL003541,693.3098591549302,649.7261345852916,99.491392801252
TD01GL003542,6994.679186228548,6416.510172144085,1040.5712050078248
TD01GL003543,2933.8028169014087,2693.192488262917,439.1627543035999
TD01GL003544,5798.082942097078,5372.652582159701,807.8638497652579
TD01GL003545,2640.727699530511,2450.273865414713,367.723004694836
TD01GL003546,5213.928012519587,4851.721439749667,757.4726134585285
TD01GL003547,9305.203442879487,8626.408450704437,1346.9092331768388
TD01GL003548,1062.9890453834137,989.2801251956216,141.19718309859158
TD01GL003549,7035.719874804441,6511.619718309984,1030.8294209702638
TD01GL003550,5510.876369327108,5129.577464788797,763.8497652582159
TD01GL003551,3462.5978090766835,3219.2488262910897,480.7902973395936
TD01GL003552,6398.23943661978,5911.776212832642,926.1737089201869
TD01GL003553,19051.52582159595,17685.1721439754,2665.1017214397516
TD01GL003554,833.9201877934288,758.0985915492992,134.03755868544616
TD01GL003555,2604.107981220654,2412.5586854460103,378.3255086071989
TD01GL003556,5699.217527386589,5285.758998435128,782.0031298904539
TD01GL003557,1228.9906103286394,1141.4319248826318,160.01564945226932
TD01GL003558,9068.54460093898,8387.558685446202,1301.6040688575897
TD01GL003559,4223.630672926457,3911.424100156515,592.8794992175272
TD01GL003560,2439.475743348979,2278.0516431924866,337.1674491392806
TD01GL003561,7899.100156494616,7253.403755868684,1207.5117370892033
TD01GL003562,8443.896713615106,7805.633802817071,1176.7996870109528
TD01GL003563,2587.7543035993726,2380.868544600941,357.15962441314593
TD01GL003564,5994.327073552487,5517.95774647895,863.4976525821587
TD01GL003566,1978.5211267605594,1824.6087636932693,270.5790297339593
